name,overall_rating,potential,national_team,national_rating
J. Sheridan,50,65,,
J. Martin,50,64,,
S. Ballesteros,50,65,,
Zhang Jingyi,50,58,,
R. Hackett-Fairchild,50,64,,
Gao Dalun,50,58,,
T. Miyamoto,50,66,,
C. Walsh,50,70,,
Hong Hyeon Seok,50,63,,
Yang Guoyuan,50,59,,
A. Byrne,50,64,,
C. Mesa,50,63,,
Teng Shangkun,50,51,,
E. Holm,50,67,,
C. Björk,50,67,,
R. Wikström,50,68,,
E. Destanoglu,50,68,,
F. Nørgaard,50,64,,
O. Battersby,50,70,,
P. Cleary,50,66,,
K. Civelek,50,58,,
P. Szysz,50,66,,
J. Rodriguez,50,63,,
L. Vargas,50,65,,
M. Humpenöder,50,57,,
K. Gunnarshaug,50,63,,
C. McGilp,50,64,,
Min-Ho Kim,50,61,,
S. Parada,50,67,,
Z. Jones,50,65,,
M. Alvir,50,55,,
B. Hedley,50,62,,
Zhang Enge,50,59,,
M. Kouogun,50,58,,
J. Bonilla,50,59,,
Cai Peilei,50,59,,
C. Cappis,50,66,,
D. Asonganyi,50,73,,
A. Mills,50,54,,
J. Miszczuk,50,50,,
Wang Jinze,50,66,,
A. Perea,50,73,,
S. Foss,50,61,,
M. Gudmann,50,67,,
E. Kumah,50,61,,
J. Kellermann,50,56,,
D. Schwizer,51,60,,
A. Livingstone,51,63,,
Chen Zhao,51,62,,
M. Gulliksen,51,69,,
J. Pettigrew,51,68,,
R. York,51,67,,
S. Laitinen,51,66,,
H. Kisiel,51,68,,
N. Jenssen,51,71,,
T. Rohde,51,67,,
R. Grym,51,63,,
E. Petignat,51,73,,
J. Szpaderski,51,66,,
B. Reynolds,51,73,,
M. Woźniak,51,69,,
Z. Hemming,51,70,,
Yu Bin,51,59,,
A. Eleftheriou,51,62,,
Wang Xuanhong,51,51,,
L. Finochietto,51,63,,
M. Scarlett,51,63,,
C. Kennedy,51,54,,
A. Youssef,51,68,,
O. Urhoghide,51,61,,
J. Steiger,51,72,,
D. Craddock,51,62,,
Zhang Yuan,51,60,,
E. López,51,71,,
R. Takae,51,64,,
S. Benda,51,66,,
M. Larsen,51,71,,
C. Gasper,51,59,,
A. Delap,51,65,,
Nicolas Firmino,51,73,,
A. McGovern,51,65,,
H. Geelmuyden,51,76,,
J. García,51,60,,
J. Harboe,51,69,,
M. Najjar,51,70,,
N. Ayéva,51,71,,
Yang Fangzhi,51,59,,
Kim Jong Jin,51,64,,
Cai Haojian,51,58,,
A. Melo,51,63,,
S. Pollock,51,69,,
B. Hvidt,51,65,,
F. Tapp,51,65,,
A. Tjærandsen-Skau,51,66,,
J. Spruce,51,64,,
P. Albornoz,51,69,,
L. Cavallini,51,69,,
S. Sarri,51,66,,
K. Salazar,51,64,,
K. Konstandopoulos,51,67,,
J. Millán,51,68,,
L. Brown,51,71,,
D. Walsh,51,60,,
C. Øyvann,51,66,,
R. Michibuchi,51,58,,
Carlos Mendes Gomes,51,61,,
J. Conze,51,65,,
R. Graydon,51,65,,
A. Reghba,51,69,,
J. Baccay,51,68,,
K. Oshiro,51,68,,
M. Oyama,51,60,,
P. Niyongabire,51,67,,
J. Auer,51,71,,
C. McWilliams,51,65,,
B. Morgan,51,59,,
Duan Liuyu,51,61,,
L. Wade-Slater,51,60,,
Zhao Jianfei,51,61,,
J. Osobiński,51,61,,
A. Heap,51,71,,
H. Andersson,51,61,,
J. Caldwell,51,60,,
S. Fielding,51,67,,
M. Wolfe,51,71,,
F. Mortensen,51,64,,
L. Cornic,51,68,,
J. Akanyirige,51,75,,
J. Dunn,51,74,,
A. Daniels,51,63,,
F. Delaveris,51,66,,
E. Harloff,51,63,,
D. Horneland,51,66,,
D. Mamaliga,51,67,,
M. Żukowski,52,76,,
R. Mimnaugh,52,73,,
W. Bedfian,52,70,,
A. Vergara,52,57,,
J. Imbrechts,52,72,,
G. Ito,52,66,,
A. Czaplak,52,60,,
J. Cuero,52,72,,
K. Kouassivi-Benissan,52,68,,
N. Hatta,52,52,,
S. Faiqi,52,69,,
A. Knüver,52,61,,
H. Beasley,52,63,,
F. Mambimbi,52,69,,
P. Świątko,52,64,,
S. Gustafsson,52,63,,
K. Sanada,52,68,,
D. Mikołajewski,52,69,,
P. Azizi,52,52,,
Wu Wei,52,56,,
A. Ekblad,52,52,,
T. Ko,52,66,,
D. Murphy,52,57,,
N. Marthinussen,52,65,,
Liu Shibo,52,63,,
M. Al Dhafeeri,52,64,,
B. Figueroa,52,57,,
N. Al Farshan,52,66,,
A. Torvund,52,69,,
M. Clausen,52,70,,
H. Ravas,52,66,,
A. Kilgour,52,61,,
M. Aramburu,52,67,,
M. De Ruyver,52,72,,
J. Iaciofano,52,65,,
V. Labrín,52,64,,
Anwar Memet Ali,52,58,,
B. Chevreuil,52,60,,
O. Björtuft,52,68,,
Zhou Ting,52,52,,
F. Tauchhammer,52,71,,
R. Niizato,52,60,,
S. Golui,52,66,,
S. Kayembe,52,68,,
Jin Qi,52,61,,
G. Cuevas,52,71,,
G. Ranjitsingh,52,57,,
Liang Jinhu,52,60,,
M. Kusu,52,67,,
C. Gutiérrez,52,70,,
A. Kappenberger,52,63,,
A. Maynard-Brewer,52,72,,
L. Klitten,52,67,,
M. Al Baqawi,52,62,,
Nan Xiaoheng,52,59,,
N. Corbet,52,58,,
A. Bark,52,64,,
P. Phillips,52,63,,
E. Gumbs,52,65,,
A. Ahl Holmström,52,68,,
M. Finnestrand,52,69,,
A. Mahlonoko,52,71,,
J. Brendieck,52,66,,
M. Olczyk,52,60,,
G. Zuñiga,52,62,,
R. Meshino,52,65,,
C. Hinestroza,52,65,,
R. Fujimura,52,61,,
C. Cañizales,52,68,,
D. Parkhouse,52,71,,
M. Ormazábal,52,64,,
O. Schindler,52,66,,
M. Boe Mikkelsen,52,66,,
M. Nelson,52,58,,
L. Beckemeyer,52,68,,
A. Lesiotis,52,69,,
G. Cox,52,64,,
D. Morys,52,72,,
A. Stamatelopoulos,52,66,,
T. Möller,52,68,,
M. Travers,52,70,,
A. Weidinger,52,60,,
R. Cunningham,52,66,,
K. Askildsen,52,74,,
S. Opsahl,52,67,,
K. Yakob,52,70,,
H. Biggins,52,61,,
D. Mandroiu,52,67,,
B. Żynel,52,62,,
A. Scott,52,68,,
M. Yıldız,52,61,,
L. Smyth,52,73,,
S. Noreña,52,66,,
M. Kastrati,52,61,,
J. Lambert,52,66,,
Ahn Byeong Geon,52,52,,
J. Silgado,52,60,,
R. Adamski,52,69,,
B. Waine,52,66,,
S. Phillips,52,52,,
L. Poręba,52,64,,
Jang Seong Won,52,60,,
Iván Martínez,52,76,,
L. Mikkelsen,52,65,,
P. Kirk,52,60,,
M. Scevola,52,62,,
L. Kerrigan,52,67,,
Y. Al Harbi,52,60,,
Xue Yanan,52,52,,
P. Durin,52,74,,
P. Sokół,52,74,,
D. Fordyce,52,52,,
R. Yamamoto,52,68,,
Feng Boxuan,52,62,,
O. Kåhed,52,64,,
J. Adebayo-Smith,52,70,,
B. Grøtterud,52,65,,
S. Graves,52,62,,
G. Nyberg,52,60,,
G. Sloggett,52,61,,
O. Byrne,52,60,,
A. Al Sabahi,52,62,,
D. Walters,53,64,,
M. Bustgaard Larsen,53,70,,
T. Warner,53,53,,
M. Al Shudukhi,53,71,,
L. Soldini,53,71,,
A. Al Meqran,53,62,,
C. Richards,53,68,,
N. Vidal,53,59,,
D. Sesay,53,68,,
L. Demaj,53,63,,
G. Henriksson,53,61,,
M. O'Connor,53,61,,
F. Nicastro,53,53,,
M. Ozga,53,68,,
Yan Hao,53,69,,
C. Sangster,53,70,,
E. Cerrillo,53,72,,
L. Coddington,53,63,,
Zhao Mingyu,53,62,,
Sun Weizhe,53,58,,
J. Hiratsuka,53,66,,
M. Frendrup,53,73,,
B. Williams,53,70,,
J. Hoormann,53,63,,
A. Sampsted,53,68,,
L. Holtkamp,53,72,,
N. Persson,53,67,,
J. Kiilerich,53,67,,
V. Moreno,53,59,,
J. Borquez,53,74,,
D. Dumont,53,66,,
A. Daghim,53,71,,
S. Rodríguez,53,75,,
F. Dixon,53,73,,
J. Belsten,53,67,,
D. Valencia,53,70,,
A. Rose,53,64,,
M. Hayashi,53,64,,
J. Bartels,53,66,,
R. Treacy,53,62,,
J. Mondal,53,66,,
W. Longbottom,53,60,,
D. Revan,53,72,,
Liu Yu,53,58,,
A. Skipper Hendriksen,53,72,,
M. Al Nakhli,53,60,,
Yu Hao,53,63,,
Y. Higuchi,53,62,,
I. Al Otaibi,53,67,,
A. Al Hassan,53,62,,
Chen Wei,53,65,,
Shi Xiaodong,53,63,,
J. Gibson,53,67,,
D. Björkman,53,57,,
Lee Dong Hee,53,59,,
Chen Weiming,53,62,,
M. Ramkilde,53,65,,
Kim Ji Hyun,53,60,,
H. Sheppeard,53,71,,
J. Campaz,53,75,,
L. Moser,53,71,,
L. Ranger,53,67,,
A. Bærtelsen,53,68,,
S. Arango,53,63,,
C. Simpson,53,71,,
P. Ouaneh,53,64,,
E. Alarcón,53,58,,
Li Fang,53,56,,
Lee Hyun Woo,53,61,,
Wang Min,53,60,,
M. Bildøy,53,69,,
L. Jacot,53,69,,
H. Hernández,53,71,,
L. McCarron,53,63,,
Sun Kai,53,53,,
P. Buch Christiansen,53,69,,
A. Papadopoulos,53,73,,
K. Al Mozaibri,53,63,,
M. Cegiełka,53,74,,
J. Randall,53,66,,
M. Muheim,53,67,,
H. Fossdal,53,67,,
M. Twarowski,53,72,,
L. Armstrong,53,63,,
K. Yao,53,70,,
C. Farren,53,64,,
L. Langhans,53,66,,
T. Curran,53,67,,
B. Servania,53,70,,
E. Iandolo,53,59,,
Cui Jingming,53,62,,
K. Krygård,53,62,,
K. Kordas,53,63,,
S. Watanabe,53,62,,
A. Ocejo,53,62,,
E. Vertainen,53,70,,
J. Hanek,53,64,,
P. Selkos,53,71,,
M. Schragl,53,67,,
W. Mikalsen,53,68,,
A. Owusu,53,72,,
S. Heil,53,64,,
D. Jefferies,53,69,,
T. Miyashiro,53,71,,
C. Tilt,53,68,,
E. McCue,53,74,,
S. Sinyan,53,62,,
H. Stenevik,53,72,,
B. Yáñez,53,71,,
J. Moreno,53,72,,
G. Phillips,53,67,,
L. Mewitt,53,68,,
L. Allan,53,62,,
W. Słomka,53,66,,
A. Piróg,53,65,,
M. Zapytowski,53,65,,
S. Sarıkaya,53,72,,
D. Diaz,53,63,,
D. Bumberger,53,64,,
Lei Wenjie,53,63,,
J. Dodd,53,66,,
M. Dewhurst,53,77,,
M. Köstenbauer,53,74,,
D. Feka,53,59,,
M. Kwietniewski,53,70,,
G. Tomasetti,53,71,,
A. Estrada,53,65,,
F. Majchrowicz,53,65,,
J. Keaney,53,66,,
Chen Tang,53,62,,
Y. Suzuki,53,68,,
J. Redmond,53,65,,
O. Simmonds,53,71,,
B. Moltenis,53,67,,
K. Smith,53,54,,
N. Tzanev,53,65,,
B. Michel,53,67,,
F. Niang,53,60,,
D. Szczerbal,53,56,,
L. Rivas,53,70,,
J. Edwards,53,65,,
Chen Junlin,53,55,,
F. Sasmay,53,63,,
R. Harrington,53,66,,
F. Figueroa,53,66,,
L. Arriaga,53,72,,
J. Vazquez,53,73,,
L. Pierre,53,68,,
J. Waite,53,69,,
A. Crookes,53,61,,
C. Coxe,53,68,,
K. Sparta,53,67,,
J. Walton,53,70,,
S. Collis,53,53,,
M. Kaufmann,53,72,,
D. Qela,53,68,,
C. Singh,53,62,,
J. Brändle,53,70,,
S. Haubrock,53,69,,
S. Shibata,53,69,,
O. Edlund,54,66,,
K. Krzepisz,54,62,,
D. Higgins,54,66,,
K. O'Sullivan,54,66,,
Y. Omoto,54,58,,
S. Moloney,54,62,,
J. Scholz,54,68,,
L. Pellegrini,54,71,,
M. Kulke,54,72,,
C. Devlin,54,70,,
A. Parsons,54,70,,
M. Medfai,54,71,,
F. Ibsen,54,67,,
Zhao Xuebin,54,57,,
D. Gutiérrez,54,66,,
K. Lunding,54,68,,
C. Zady Sery,54,71,,
M. D'Eramo,54,68,,
Wang Jun,54,54,,
J. Finnerty,54,71,,
Jin Hui,54,54,,
C. John,54,72,,
S. Wolf,54,67,,
C. Montgomery,54,68,,
S. Łapiński,54,68,,
Qian Yumiao,54,67,,
N. Niemann,54,69,,
M. Freese,54,68,,
M. Casey,54,74,,
L. Zottele,54,65,,
S. McNamee,54,72,,
A. Bella-Kotchap,54,76,,
K. Kumor,54,69,,
J. Marsden,54,66,,
N. Mantl,54,68,,
M. Römling,54,76,,
O. Nowak,54,63,,
J. Anziani,54,67,,
Zhang Yan,54,64,,
M. Sheaf,54,69,,
B. Scott,54,72,,
C. Barrios,54,66,,
J. Gallagher,54,62,,
B. Crellin,54,74,,
A. Al Yousif,54,63,,
S. Ono,54,54,,
M. Pfeifer,54,64,,
D. St. Clair,54,68,,
H. Brkic,54,72,,
M. Daramy,54,80,,
M. Tokich,54,69,,
M. Al Sharimi,54,61,,
S. Yoneda,54,60,,
M. Frese,54,65,,
E. Kalsaas,54,66,,
B. House,54,70,,
A. Aktas,54,73,,
L. Zumberi,54,72,,
A. Reardon,54,67,,
D. Grimshaw,54,68,,
N. James,54,67,,
O. Kjærgaard,54,69,,
D. Pik,54,66,,
S. Strózik,54,64,,
Xie Weijun,54,63,,
Strefezza,54,62,,
B. Zalo,54,68,,
M. Olsen,54,74,,
J. Meiser,54,66,,
J. Lártiga,54,68,,
F. Gómez,54,72,,
A. Vucenovic,54,64,,
H. Al Ruwaili,54,61,,
Ma Junliang,54,68,,
A. Comrie,54,63,,
T. Clavijo,54,69,,
S. Blaney,54,67,,
G. Botos,54,75,,
R. Tanaka,54,66,,
S. McCallum,54,74,,
G. Gibson,54,72,,
N. Feil,54,71,,
A. Lyons,54,66,,
J. Echave,54,74,,
C. Terán,54,73,,
D. Ochoa,54,71,,
M. Schmeling,54,68,,
J. Macdonald,54,62,,
F. Fridriksson,54,70,,
M. Lopez,54,66,,
P. Mucha,54,62,,
Mao Haoyu,54,62,,
K. Ferguson,54,72,,
Angelo Campos,54,64,,
J. Beaulieu,54,59,,
L. Sanchez,54,74,,
J. Breitfeld,54,65,,
G. Harada,54,62,,
Y. Fukuda,54,64,,
A. Søndergaard,54,77,,
C. Zamorano,54,68,,
A. Damlu,54,71,,
M. Giraldo,54,67,,
S. Nakano,54,60,,
V. Piechocki,54,63,,
C. Hauervig,54,69,,
Li Lei,54,60,,
H. Strömgren,54,62,,
C. Brown,54,66,,
R. McCourt,54,64,,
D. Turner,54,61,,
N. Gutierrez,54,66,,
T. Lauritsen,54,66,,
J. Ferreira,54,76,,
C. Kelman,54,76,,
J. Diaz,54,76,,
N. Celic,54,70,,
B. Al Bahrani,54,62,,
J. Adams,54,70,,
D. Dalling,54,71,,
V. Adeboyejo,54,63,,
I. Acero,54,73,,
J. Barinaga,54,73,,
K. Arima,54,70,,
A. Al Dakheel,54,63,,
S. Osborne,54,62,,
J. Pereira,54,58,,
S. Jarovic,54,64,,
L. D'Arrigo,54,71,,
A. Samuels,54,77,,
Xu Tianyuan,54,67,,
Y. Kasaï,54,71,,
E. Watt,54,75,,
L. Gamíz,54,69,,
T. Durso,54,69,,
C. MacDonald,54,68,,
S. Heaney,54,60,,
K. Yoshimaru,54,60,,
B. Ekincier,54,68,,
G. Maley,54,54,,
D. Maekawa,54,61,,
S. Passi,54,63,,
B. Córdoba,54,70,,
K. Agudelo,54,70,,
A. Abrahamssons,54,64,,
S. Twine,54,64,,
R. Huser,54,67,,
Zhu Chenjie,54,74,,
L. Leroy,54,72,,
E. Breivik,54,68,,
T. Stevenson,54,72,,
B. Kimpioka,54,73,,
S. Brady,54,63,,
E. Ceide,54,77,,
I. Sadiq,54,70,,
H. Odoffin,54,64,,
S. Valenzuela,54,65,,
E. Pastrana,54,71,,
S. Avanzini,54,61,,
A. Smith,54,68,,
J. Larsson,54,64,,
B. Abdallah,54,64,,
D. Bochicchio,54,65,,
E. Otim,54,68,,
Li Chenglong,54,63,,
H. McKirdy,54,67,,
M. Ndione,54,64,,
F. Acosta,54,60,,
F. Macias,54,69,,
M. Malec,54,61,,
C. Ruiz,54,65,,
T. Queen,54,69,,
T. Federico,54,70,,
E. Ibargüen,54,61,,
C. Magerusan,54,65,,
R. Lovett,54,65,,
A. Dussán,54,74,,
T. Holland,54,67,,
J. Nelson,54,68,,
J. Berger,54,71,,
K. Brouder,54,64,,
L. Pilling,54,66,,
J. Quiñones Saya,54,75,,
D. Wenzel-Halls,54,68,,
M. Hundley,54,74,,
H. Darling,54,68,,
Y. Fofana,54,74,,
P. Sánchez,54,60,,
A. Groundstroem,54,64,,
J. Simpson,55,67,,
E. Adebayo,55,66,,
J. Brannefalk,55,65,,
J. Wollacott,55,67,,
J. Tromsdal,55,65,,
J. Jaimes,55,69,,
T. Lowery,55,69,,
S. Shotton,55,67,,
Y. Nuxoll,55,65,,
D. Butterworth,55,70,,
J. Boyer,55,66,,
R. Sears,55,72,,
C. Ortiz,55,55,,
R. Ayagwa,55,67,,
R. Millen,55,62,,
Zhao Yingjie,55,57,,
D. Elliott,55,58,,
C. Haas,55,58,,
T. Renaud,55,77,,
H. Arai,55,71,,
T. Okuda,55,56,,
D. Vásquez,55,70,,
J. Hernández,55,67,,
Luo Hao,55,61,,
R. Sulewski,55,59,,
Gu Wenxiang,55,55,,
I. Enríquez,55,57,,
D. Grant,55,68,,
A. Marie-Sainte,55,70,,
M. López,55,68,,
Li Chen,55,67,,
A. Benedyczak,55,73,,
J. Łabojko,55,64,,
F. Al Birekan,55,75,,
Sun Ya,55,65,,
W. O'Hora,55,73,,
N. Marfelt,55,62,,
T. Mohr,55,63,,
J. Gauci,55,76,,
Dong YanFeng,55,61,,
J. Montoya,55,71,,
H. Hawsawi,55,66,,
L. Gibson,55,66,,
Mai Jiajian,55,61,,
A. Ben Lamin,55,69,,
B. Wade,55,73,,
J. Alvarado,55,74,,
M. Southam,55,62,,
S. Byrne,55,61,,
M. Kamissoko,55,60,,
J. Earing,55,70,,
J. Hamon,55,61,,
Liu Le,55,55,,
S. Tracy,55,55,,
A. Kigbu,55,68,,
C. López,55,65,,
E. Toal,55,69,,
J. Stott,55,67,,
C. Elliot,55,72,,
H. Andersson,55,70,,
S. Daly-Bütz,55,63,,
V. Kaith,55,64,,
A. Kawai,55,68,,
D. Mbayo,55,74,,
G. Fuentes,55,78,,
G. Walker,55,69,,
K. Tajiri,55,60,,
N. Hämäläinen,55,65,,
R. Al Otaibi,55,72,,
M. Prinz,55,71,,
Wang Chu,55,55,,
P. Almqvist,55,68,,
W. Azofeifa,55,61,,
M. Leverbe,55,63,,
S. Bakan,55,70,,
B. Ozegovic,55,66,,
V. Reitstetter,55,68,,
K. Chorążka,55,70,,
A. Gilchrist,55,65,,
R. Gómez,55,76,,
P. Reading,55,71,,
J. Law,55,67,,
B. Mumba,55,80,,
T. Shibuya,55,60,,
S. Acosta,55,62,,
Y. Ogaki,55,72,,
D. Ward,55,68,,
K. Mellado,55,69,,
T. Nakamura,55,67,,
L. Gray,55,65,,
W. Graham,55,70,,
Zhong Yihao,55,65,,
Guo Jing,55,64,,
K. Ward,55,74,,
R. Yañez,55,65,,
N. Gartside,55,67,,
J. Grayson,55,70,,
R. Uehara,55,66,,
D. Araki,55,59,,
G. Kawanami,55,56,,
L. Cass,55,74,,
L. Dunne,55,72,,
S. Jamieson,55,72,,
A. Sevestre,55,68,,
G. Brown,55,67,,
S. Nago,55,61,,
E. Selen,55,61,,
H. Ishikawa,55,64,,
A. Quintana,55,63,,
N. Al Habashi,55,65,,
R. Birjukov,55,67,,
A. Troffa,55,68,,
J. Romo,55,71,,
Y. Aguila,55,63,,
J. Serrano,55,68,,
J. Singh,55,58,,
F. Durmuş,55,71,,
Jang Eun Gyu,55,57,,
N. Hunt,55,55,,
C. Oxlade-Chamberlain,55,68,,
S. Harding,55,55,,
D. Dennehy,55,55,,
B. Berríos,55,69,,
Víctor Gómez,55,73,,
C. Bassett,55,77,,
F. Al Ghashayan,55,74,,
M. Barker,55,58,,
A. Bonnah,55,65,,
F. Kraft,55,70,,
Wang Liang,55,55,,
M. Ross Jensen,55,73,,
K. Ishii,55,72,,
Lucas Ribeiro,55,73,,
D. Noone,55,64,,
R. Swan,55,61,,
M. Kremer,55,55,,
A. Sokol,55,63,,
S. Vines,55,73,,
S. Mann,55,65,,
T. Forbes,55,62,,
M. Valenta,55,70,,
Y. Rafael,55,69,,
A. Firth,55,63,,
B. Leiva,55,65,,
C. Goddard,55,67,,
M. El Idrissy,55,70,,
S. Baptiste,55,71,,
A. Reynolds  II,55,71,,
A. Haroon,55,65,,
N. Almas,55,72,,
B. Maher,55,69,,
H. Acar,55,58,,
J. Suárez,55,66,,
T. Muse,55,71,,
P. Waring,55,61,,
Taliby,55,62,,
K. Iwatake,55,63,,
M. Godoy,55,65,,
J. Sinclair,55,55,,
M. Kaastrup,55,72,,
Y. Yamaya,55,70,,
V. Arzayus,55,57,,
E. Wearen,55,57,,
T. Stirl,55,68,,
P. Kabuya,55,67,,
A. Al Shehry,55,62,,
E. Holmes,55,71,,
R. Slater,55,66,,
R. Sandford,55,68,,
M. Akjah,55,68,,
J. McAtee,55,74,,
H. Cirak,55,63,,
K. Zobeck,55,57,,
S. Kelly,55,55,,
A. Diaz,55,73,,
G. Satalino,55,70,,
Cristian Arco,55,61,,
M. Ibacache,55,64,,
L. Ferraz Vila,55,65,,
B. Kennedy,55,55,,
C. McVey,55,63,,
D. Nizic,55,58,,
G. Haag,55,73,,
Gao Tianyi,55,65,,
J. Tibbetts,55,65,,
K. Horgan,55,62,,
A. Tarmin,55,69,,
A. Linnér,55,67,,
A. Smith,55,71,,
K. Høgh,55,69,,
B. Şahiner,55,66,,
S. Raben,55,62,,
C. O'Keeffe,55,72,,
A. Morgan,55,72,,
J. Rankin-Costello,55,67,,
N. Vitré,56,68,,
R. Ferguson,56,70,,
I. Olaofe,56,68,,
O. Aga,56,78,,
M. Bersano,56,61,,
E. Lindell,56,63,,
L. Perea,56,56,,
G. Kostadinov,56,57,,
A. Wiberg,56,61,,
L. Gibbens,56,71,,
M. Broschinski,56,72,,
H. Tombakti,56,71,,
B. Delihasan,56,72,,
H. Wilder,56,74,,
Li Hailong,56,66,,
H. Cardwell,56,63,,
M. Steinwender,56,70,,
Sun Guowen,56,58,,
Lü Peng,56,56,,
P. Samiec-Talar,56,74,,
R. Fresneau,56,69,,
S. O'Connor,56,66,,
Ko Jae Hyun,56,71,,
W. Altamirano,56,64,,
T. Hagelskjaer,56,64,,
A. Al Enazi,56,65,,
Y. Magnin,56,64,,
M. Cordier,56,68,,
P. Pierzchała,56,65,,
D. López,56,66,,
Cui Ming'an,56,63,,
B. Leneis,56,67,,
G. Vetti,56,66,,
D. Breitfelder,56,66,,
O. Christensen,56,67,,
G. Dietsch,56,80,,
C. Zuvela,56,67,,
A. Hoven,56,69,,
O. Ünlüçifçi,56,66,,
M. Al Hamad,56,68,,
D. Kasumu,56,69,,
S. Pedersen,56,67,,
D. Herazo,56,67,,
F. Schram,56,62,,
C. Blackett-Taylor,56,69,,
A. Al Basisi,56,56,,
A. Bonilla,56,69,,
L. Ashby-Hammond,56,76,,
G. Arib,56,69,,
I. Koné,56,70,,
E. Moran,56,67,,
C. O'Toole,56,68,,
A. Andrés,56,72,,
K. Ito,56,65,,
J. Hector-Ingram,56,67,,
Albert Torras,56,65,,
Z. Mills,56,59,,
Lee Seung Kyu,56,61,,
P. Okonkwo,56,68,,
R. Hoffmann,56,74,,
F. Espinoza,56,67,,
J. Lasickas,56,65,,
O. Skrzecz,56,63,,
B. Nygren,56,73,,
B. White,56,59,,
D. Oko,56,62,,
S. Ali Yahya,56,72,,
J. Ponticelli,56,70,,
Yang Fan,56,65,,
H. Noda,56,70,,
F. Russo,56,56,,
Philippe,56,73,,
Yang Wanshun,56,65,,
T. Takagiwa,56,63,,
Y. Nishibe,56,56,,
S. Martin,56,70,,
Zuo Yiteng,56,65,,
E. Sandberg,56,73,,
W. Collar,56,65,,
H. Salem,56,68,,
G. Avila,56,78,,
A. Koljic,56,68,,
J. Bennett,56,62,,
L. Shabani,56,68,,
Y. Wakizaka,56,60,,
Patrick,56,76,,
A. Abdulhameed,56,59,,
D. Campbell,56,78,,
L. Butroid,56,70,,
D. Miya,56,62,,
Zhou Qiming,56,60,,
A. Hellborg,56,73,,
T. Hara,56,70,,
F. Fischerauer,56,68,,
D. van Kaam,56,75,,
J. Homawoo,56,63,,
C. Maycock,56,66,,
S. Abdulhamid,56,68,,
P. Gutiérrez,56,65,,
F. Malagueño,56,70,,
Liu Hao,56,65,,
L. Conlan,56,61,,
S. Bojang,56,66,,
Wang Xianjun,56,74,,
Liu Heng,56,65,,
L. Grabovac,56,69,,
S. Want,56,67,,
Y. Mersin,56,64,,
A. Al Arishi,56,65,,
M. Żyro,56,70,,
M. Adamec,56,69,,
M. Wohlgemuth,56,65,,
A. Addai,56,61,,
L. Wackerle,56,61,,
S. Mackie,56,67,,
P. Patron,56,63,,
R. Oates,56,61,,
K. Lewis-Potter,56,70,,
S. Nakagawa,56,72,,
M. Köbbing,56,66,,
M. Sopoćko,56,72,,
M. Al Sulami,56,65,,
K. Suzuki,56,62,,
P. Plewka,56,70,,
S. Mallon,56,73,,
Long Wei,56,63,,
J. Faye Lund,56,71,,
J. Thompson,56,70,,
N. Al Harthi,56,70,,
J. Olufsen,56,64,,
A. Toptik,56,68,,
A. Obando,56,76,,
J. Talbot,56,63,,
F. Rizzi,56,70,,
S. Kulenović,56,76,,
G. Pender,56,62,,
N. Hahn,56,77,,
Li Siqi,56,64,,
M. Shinada,56,71,,
O. Skarsem,56,73,,
J. Ball,56,64,,
J. Fischer,56,70,,
J. Ceesay,56,66,,
M. Castaño,56,74,,
H. Campbell,56,66,,
K. Klaesson,56,74,,
H. Hassan,56,76,,
A. Drinan,56,71,,
I. Samba,56,69,,
H. Al Watyan,56,68,,
M. Bulka,56,74,,
S. Bajic,56,79,,
Pedrosa,56,64,,
K. Mendoza,56,62,,
J. Williams,56,72,,
C. Waters,56,64,,
T. O'Neill,56,72,,
Wang Ziming,56,65,,
N. Kastenhofer,56,71,,
M. Ogkmpoe,56,63,,
R. Escobar,56,62,,
E. Lyngdoh,56,56,,
Darío Ramos,56,74,,
T. Vermot,56,65,,
D. Takahashi,56,70,,
O. Sigurjónsson,56,62,,
N. Mickelson,56,70,,
C. Carroll,56,72,,
B. Hernández,56,59,,
S. Kawamata,56,56,,
Y. Pambou,56,64,,
F. Al Rashidi,56,65,,
A. Hinds,56,68,,
G. Taipi,56,59,,
P. Jensen,56,63,,
S. Grønli,56,77,,
H. St Clair,56,70,,
S. Guzmán,56,66,,
A. Tripicchio,56,65,,
Javito,56,72,,
M. Rodrigues,56,65,,
S. Lavelle,56,65,,
K. Cantwell,56,62,,
M. Nuhu,56,66,,
Y. Requena,56,62,,
C. Goslin,56,76,,
S. Belkahia,56,66,,
P. McKay,56,66,,
N. Anhölcher,56,69,,
D. Rainsford,56,62,,
J. Gutjahr,56,67,,
H. Duman,56,68,,
J. Valbuena,56,64,,
A. Al Shammari,56,67,,
Kim Han Bin,56,57,,
F. Baptiste,56,76,,
M. Kos,56,66,,
D. Stynes,56,67,,
A. Serna,56,66,,
A. Koldere,56,74,,
A. Rawls,56,60,,
D. Malhue,56,62,,
J. McDonagh,56,66,,
P. Gueye,56,71,,
T. Roberts,56,75,,
V. Viot,56,61,,
R. Watson,56,61,,
A. Grinwis,56,61,,
T. Schmitt,56,67,,
M. Pedersen,56,76,,
A. Jerez,56,66,,
O. Sverrisson,56,59,,
T. Rönning,56,66,,
M. Catenacci,56,73,,
K. Finnsson,56,74,,
S. Janssen,56,72,,
W. Pleśnierowicz,56,68,,
B. Slisz,56,68,,
